Andy Mastrocinque,371.0
Andy McNab,372.0
Andy Russell,373.0
Andy Warhol,374.0
Anette M. Pedersen,375.0
Angel M.Y. Lin,376.0
Angela Barrett,377.0
Angela Carter,378.0
Angela J. Linn,379.0
Angela Knight,380.0
Angela Scholar,381.0
Angela Zeman,382.0
Angelo Rinaldi,383.0
Angus Easson,384.0
Angus Gellatly,385.0
Angus Wells,386.0
Anita Desai,387.0
Anita Diamant,388.0
Anita Hoffman,389.0
Anita Shreve,390.0
Anita Thompson,391.0
Anjali Singh,392.0
Anjelica Huston,393.0
Ann Douglas,394.0
Ann O''Leary,395.0
Ann Abramson,396.0
Ann Bausum,397.0
Ann Beattie,398.0
Ann Brashares,399.0
Ann Charters,400.0
Ann Druyan,401.0
Ann Dunnigan,402.0
Ann Finding,403.0
Ann Granger,404.0
Ann Hewetson,405.0
Ann Hodgman,406.0
Ann M. Martin,407.0
Ann Major,408.0
Ann Margaret Lewis,409.0
Ann Maxwell,410.0
Ann McGovern,411.0
Ann Packer,412.0
Ann Page,413.0
Ann Patchett,414.0
Ann Rinaldi,415.0
Ann Romines,416.0
Ann Rule,417.0
Ann Schweninger,418.0
Ann Tashi Slater,419.0
Ann Thompson,420.0
Ann Thwaite,421.0
Ann-Marie MacDonald,422.0
Anna Austen Lefroy,423.0
Anna Brailovsky,424.0
Anna Deavere Smith,425.0
Anna Fields,426.0
Anna Hamilton Phelan,427.0
Anna J.,428.0
Anna J. Evans,429.0
Anna Massey,430.0
Anna Maxted,431.0
Anna Moschovakis,432.0
Anna Okabe,433.0
Anna Paterson,434.0
Anna Quindlen,435.0
Anna Sewell,436.0
Anna Tambour,437.0
Anna Wintour,438.0
Annalee Allen,439.0
Annalyn Swan,440.0
Anne Born,441.0
Anne Borchardt,442.0
Anne Brontë,443.0
Anne Carson,444.0
Anne Chisholm,445.0
Anne Dehne,446.0
Anne Easter Smith,447.0
Anne Elizabeth Moore,448.0
Anne Fadiman,449.0
Anne Frank,450.0
Anne Hoppus,451.0
Anne K. Mellor,452.0
Anne Lamott,453.0
Anne Macdonald,454.0
Anne Mazer,455.0
Anne McCaffrey,456.0
Anne McLean,457.0
Anne Michaels,458.0
Anne Millard,459.0
Anne Moody,460.0
Anne Morrow Lindbergh,461.0
Anne Olivier Bell,462.0
Anne Perry,463.0
Anne Rampling,464.0
Anne Rice,465.0
Anne Stuart,466.0
Anne Tyler,467.0
Anne Yvonne Gilbert,468.0
Anne-Marie Duff,469.0
Anne-Marie Martin,470.0
Annette Lavers,471.0
Annette Meyers,472.0
Annette Smith,473.0
Annie Dillard,474.0
Annie Proulx,475.0
Annie Sparrow,476.0
Anonymous,477.0
Anri Itō,478.0
Ansel Adams,479.0
Anselm of Canterbury,480.0
Anthea Bell,481.0
Anthony Lewis,482.0
Anthony Bonner,483.0
Anthony Boucher,484.0
Anthony Bourdain,485.0
Anthony Bower,486.0
Anthony Briggs,487.0
Anthony Burgess,488.0
Anthony Calderbank,489.0
Anthony Cronin,490.0
Anthony Curtis,491.0
Anthony D. Pellegrini,492.0
Anthony DeCurtis,493.0
Anthony E. Wolf,494.0
Anthony F.C. Wallace,495.0
Anthony Gerard,496.0
Anthony Grafton,497.0
Anthony H. Chambers,498.0
Anthony Heald,499.0
Anthony Hern,500.0
Anthony J. Cascardi,501.0
Anthony Kenny,502.0
Anthony Kerringan,503.0
Anthony Kiedis,504.0
Anthony Loyd,505.0
Anthony M. Esolen,506.0
Anthony Mcreavy,507.0
Anthony Minghella,508.0
Anthony Oldcorn,509.0
Anthony Powell,510.0
Anthony Quinton,511.0
Anthony Richard Birley,512.0
Anthony Rizcallah Ferris,513.0
Anthony Robbins,514.0
Anthony S. Fauci,515.0
Anthony Shadid,516.0
Anthony Thorlby,517.0
Anthony Thwaite,518.0
Anthony Tully,519.0
Antoine de Saint-Exupéry,520.0
Anton C. Pegis,521.0
Anton Chekhov,522.0
Anton Lesser,523.0
Anton Myrer,524.0
Antonia Fraser,525.0
Antonia Juhasz,526.0
Antonin Artaud,527.0
Antonina W. Bouis,528.0
Antonio Gramsci,529.0
Antonio Negri,530.0
Antonio Polito,531.0
Antonio Samons,532.0
Antony Beevor,533.0
Antony Johnston,534.0
Antony Shugaar,535.0
Anya Seton,536.0
Apollodorus,537.0
Apostolos N. Athanassakis,538.0
April Jones Prince,539.0
Architecture For Humanity,540.0
Ariel Levy,541.0
Arielle Ford,542.0
Arien Mack,543.0
Aristophanes,544.0
Aristotle,545.0
Arkangel Cast,546.0
Arlene Eisenberg,547.0
Arliss Howard,548.0
Armand Marie Leroi,549.0
Armistead Maupin,550.0
Arnold Gingrich,551.0
Arnold Goldman,552.0
Arnold Kotler,553.0
Arnold Rampersad,554.0
Arnold Vedlitz,555.0
Arnon Grunberg,556.0
Aron Eisenberg,557.0
Art Cooper,558.0
Art Spiegelman,559.0
Art Spielman,560.0
Art Thibert,561.0
Artem Drabkin,562.0
Artemis Cooper,563.0
Arthur Miller,564.0
Arthur Agatston,565.0
Arthur Bennett,566.0
Arthur C. Clarke,567.0
Arthur Conan Doyle,568.0
Arthur Cooper,569.0
Arthur Doye,570.0
Arthur Edward Waite,571.0
Arthur G. Chater,572.0
Arthur Golden,573.0
Arthur Goldhammer,574.0
Arthur H. Samuelson,575.0
Arthur Herzog III,576.0
Arthur J. Roth,577.0
Arthur Knodel,578.0
Arthur Koestler,579.0
Arthur M. Schlesinger Jr.,580.0
Arthur Machen,581.0
Arthur Morey,582.0
Arthur Naiman,583.0
Arthur Nersesian,584.0
Arthur P. Yin,585.0
Arthur Plotnik,586.0
Arthur Pober,587.0
Arthur Rackham,588.0
Arthur Raleigh Humphreys,589.0
Arthur S. Wensinger,590.0
Arthur Schopenhauer,591.0
Arthur Yorinks,592.0
Artists and Writers Guild,593.0
Arto Häilä,594.0
Arturo Pérez-Reverte,595.0
Arundhati Roy,596.0
Ashley Gardner,597.0
Ashley Shannon,598.0
Ashley Wood,599.0
Åsne Seierstad,600.0
Astre Mithrandir,601.0
Astrid Lindgren,602.0
Atul Gawande,603.0
Aubrey de Sélincourt,604.0
Aubrey Williams,605.0
Audre Lorde,606.0
Audrey Niffenegger,607.0
Audrey Penn,608.0
August Derleth,609.0
August Wilson,610.0
Augusten Burroughs,611.0
Augustine of Hippo,612.0
Aurelio Voltaire,613.0
Aurora Echevarría,614.0
Austin Tichenor,615.0
Avatar Polymorph,616.0
Avi,617.0
Avigdor Kahalani,618.0
Avrahm Yarmolinsky,619.0
Ayako Watanabe,620.0
Aylmer Maude,621.0
Ayn Rand,622.0
Azar Nafisi,623.0
Azzedine Haddour,624.0
B. Deutsch,625.0
B. Litt,626.0
B.B. Rogers,627.0
B.C.J.G. Knight,628.0
B.J. McCall,629.0
B.K. Beckwith,630.0
Babette Rothschild,631.0
Babette Smith,632.0
Bagram Ibatoulline,633.0
Baillie Tolkien,634.0
Bambi Eloriaga,635.0
Barack Obama,636.0
Barb Jernigan,637.0
Barbara Newman,638.0
Barbara A. Mowat,639.0
Barbara A. Turner,640.0
Barbara Ann Brennan,641.0
Barbara Berst Adams,642.0
Barbara Bottner,643.0
Barbara Bray,644.0
Barbara Bretton,645.0
Barbara Caruso,646.0
Barbara Cleverly,647.0
Barbara Cohen,648.0
Barbara Coloroso,649.0
Barbara Conklin,650.0
Barbara Cooney,651.0
Barbara Davilman,652.0
Barbara Delaplace,653.0
Barbara E. Martin,654.0
Barbara Ehrenreich,655.0
Barbara Fairchild,656.0
Barbara Hambly,657.0
Barbara Haworth-Attard,658.0
Barbara Kerley,659.0
Barbara Kingsolver,660.0
Barbara Leonie Picard,661.0
Barbara M. Walker,662.0
Barbara Nadel,663.0
Barbara Park,664.0
Barbara Reynolds,665.0
Barbara Richard,666.0
Barbara Siegel,667.0
Barbara Smuts,668.0
Barbara T. Cooper,669.0
Barbara Taylor Bradford,670.0
Barbara W. Tuchman,671.0
Barbara Weiden Boyd,672.0
Barbara Wright,673.0
Bard E. O''Neill,674.0
Bard Thompson,675.0
Barney Tobey,676.0
Barrett Whitener,677.0
Barrie D. Coate,678.0
Barrie Trinkle,679.0
Barrington Moore Jr.,680.0
Barron''s,681.0
Barry Lopez,682.0
Barry Smith,683.0
Barry Chubin,684.0
Barry Day,685.0
Barry Eisler,686.0
Barry Glassner,687.0
Barry Hughart,688.0
Barry M. Andrews,689.0
Barry Menikoff,690.0
Barry Miles,691.0
Barry Moser,692.0
Barry N. Malzberg,693.0
Barry Pateman,694.0
Barry R. Cournoyer,695.0
Barry Schwartz,696.0
Barry Z. Posner,697.0
Bart D. Ehrman,698.0
Bart G. Farkas,699.0
Bart King,700.0
Barthe DeClements,701.0
Bartholomew Gill,702.0
Barton Zwiebach,703.0
Baruch Spinoza,704.0
Basil Mahon,705.0
Basil Pao,706.0
Basilio Losada,707.0
Bathroom Readers'' Institute,708.0
Be-Papas,709.0
Be-Pas,710.0
Beatrix Potter,711.0
Beau Bridges,712.0
Bebe Moore Campbell,713.0
Becky Ann Baker,714.0
bell hooks,715.0
Belva Plain,716.0
Ben Avery,717.0
Ben Bova,718.0
Ben Carson,719.0
Ben Counter,720.0
Ben Elton,721.0
Ben Katchor,722.0
Ben M. Baglio,723.0
Ben Marcus,724.0
Ben Mezrich,725.0
Ben Mikaelsen,726.0
Ben Ohlander,727.0
Ben Oliver,728.0
Ben R. Kaplan,729.0
Ben Schoen,730.0
Ben Schott,731.0
Ben Shahn,732.0
Ben Templesmith,733.0
Ben Wasson,734.0
Benjamin Beard,735.0
Benjamin Chaud,736.0
Benjamin DeMott,737.0
Benjamin F. Fisher,738.0
Benjamin James Sadock,739.0
Benjamin Jowett,740.0
Benjamin Martinez,741.0
Bennett Cerf,742.0
Bentley Little,743.0
Berlitz Publishing Company,744.0
Bernard Bador,745.0
Bernard Cohen,746.0
Bernard Cornwell,747.0
Bernard DeVoto,748.0
Bernard Frechtman,749.0
Bernard Knox,750.0
Bernard Lewis,751.0
Bernard Malamud,752.0
Bernard Taper,753.0
Bernard Williams,754.0
Bernd Matzkowski,755.0
Bernice Kert,756.0
Bernie Wrightson,757.0
Bert G. Hornback,758.0
Berta Platas,759.0
Bertrand Russell,760.0
Beryl Bainbridge,761.0
Beryl Markham,762.0
Bessie Head,763.0
Beth A. Jones,764.0
Beth Chaplin,765.0
Beth Cuthand,766.0
Beth Dunfey,767.0
Beth Hensperger,768.0
Beth Kendrick,769.0
Beth Moore,770.0
Bethany Roberts,771.0
Betina Ogden,772.0
Betsy Lewin,773.0
Bette Greene,774.0
Better Homes and Gardens,775.0
Bettina Blanch Tyroller,776.0
Betty Smith,777.0
Betty David,778.0
Betty Friedan,779.0
Betty Jay,780.0
Betty MacDonald,781.0
Betty Mahmoody,782.0
Betty McCollum,783.0
Betty Neels,784.0
Betty Radice,785.0
Bev Vincent,786.0
Beverly Cleary,787.0
Beverly Daniel Tatum,788.0
Bianca Southwood,789.0
Bill Phillips,790.0
Bill Bryson,791.0
Bill Bettencourt,792.0
Bill Brittain,793.0
Bill Brown,794.0
Bill Bryson,795.0
Bill Buford,796.0
Bill Clinton,797.0
Bill Cosby,798.0
Bill Dodge,799.0
Bill Farrel,800.0
Bill Fawcett,801.0
Bill Gardner,802.0
Bill Hurter,803.0
